,Country,Gender,Demographics Question,Demographics Response,Question,Value
3603,Eritrea,F,Marital status,Never married,... if she burns the food,23.9
3604,Eritrea,F,Employment,Employed for cash,... if she burns the food,27.2
3605,Eritrea,F,Age,25-34,... if she burns the food,27.4
3606,Eritrea,F,Employment,Unemployed,... if she burns the food,28.2
3607,Eritrea,F,Age,15-24,... if she burns the food,29.3
3608,Eritrea,F,Marital status,"Widowed, divorced, separated",... if she burns the food,29.8
3609,Eritrea,F,Age,35-49,... if she burns the food,30.7
3610,Eritrea,F,Marital status,Married or living together,... if she burns the food,30.9
3611,Eritrea,F,Education,Primary,... if she burns the food,31.0
3612,Eritrea,F,Education,No education,... if she burns the food,33.8
3613,Eritrea,F,Residence,Rural,... if she burns the food,34.4
3614,Eritrea,F,Employment,Employed for kind,... if she burns the food,46.1
3615,Eritrea,M,Age,15-24,... if she burns the food,14.9
3616,Eritrea,M,Age,25-34,... if she burns the food,14.9
3617,Eritrea,M,Age,35-49,... if she burns the food,14.9
3618,Eritrea,M,Education,Higher,... if she burns the food,14.9
3619,Eritrea,M,Education,No education,... if she burns the food,14.9
3620,Eritrea,M,Education,Primary,... if she burns the food,14.9
3621,Eritrea,M,Education,Secondary,... if she burns the food,14.9
3622,Eritrea,M,Employment,Employed for cash,... if she burns the food,14.9
3623,Eritrea,M,Employment,Employed for kind,... if she burns the food,14.9
3624,Eritrea,M,Employment,Unemployed,... if she burns the food,14.9
3625,Eritrea,M,Marital status,Married or living together,... if she burns the food,14.9
3626,Eritrea,M,Marital status,Never married,... if she burns the food,14.9
3627,Eritrea,M,Marital status,"Widowed, divorced, separated",... if she burns the food,14.9
3628,Eritrea,M,Residence,Rural,... if she burns the food,14.9
3629,Eritrea,M,Residence,Urban,... if she burns the food,14.9
3630,Eritrea,F,Age,15-24,... for at least one specific reason,56.35000000000001
3631,Eritrea,F,Age,25-34,... for at least one specific reason,56.35000000000001
3632,Eritrea,F,Age,35-49,... for at least one specific reason,56.35000000000001
3633,Eritrea,F,Age,15-24,... if she argues with him,42.6
3634,Eritrea,F,Age,25-34,... if she argues with him,44.5
3635,Eritrea,F,Age,35-49,... if she argues with him,47.2
3636,Eritrea,F,Age,15-24,... if she goes out without telling him,49.5
3637,Eritrea,F,Age,25-34,... if she goes out without telling him,51.4
3638,Eritrea,F,Age,35-49,... if she goes out without telling him,54.7
3639,Eritrea,F,Age,15-24,... if she neglects the children,50.6
3640,Eritrea,F,Age,25-34,... if she neglects the children,50.2
3641,Eritrea,F,Age,35-49,... if she neglects the children,52.2
3642,Eritrea,F,Age,15-24,... if she refuses to have sex with him,43.6
3643,Eritrea,F,Age,25-34,... if she refuses to have sex with him,48.3
3644,Eritrea,F,Age,35-49,... if she refuses to have sex with him,53.1
3645,Eritrea,F,Education,Higher,... for at least one specific reason,32.1
3646,Eritrea,F,Education,No education,... for at least one specific reason,56.35000000000001
3647,Eritrea,F,Education,Primary,... for at least one specific reason,56.35000000000001
3648,Eritrea,F,Education,Secondary,... for at least one specific reason,50.3
3649,Eritrea,F,Education,Higher,... if she argues with him,9.8
3650,Eritrea,F,Education,No education,... if she argues with him,55.1
3651,Eritrea,F,Education,Primary,... if she argues with him,43.3
3652,Eritrea,F,Education,Secondary,... if she argues with him,20.9
3653,Eritrea,F,Education,Higher,... if she goes out without telling him,9.3
3654,Eritrea,F,Education,No education,... if she goes out without telling him,56.35000000000001
3655,Eritrea,F,Education,Primary,... if she goes out without telling him,52.8
3656,Eritrea,F,Education,Secondary,... if she goes out without telling him,26.8
3657,Eritrea,F,Education,Higher,... if she neglects the children,18.8
3658,Eritrea,F,Education,No education,... if she neglects the children,55.2
3659,Eritrea,F,Education,Primary,... if she neglects the children,54.7
3660,Eritrea,F,Education,Secondary,... if she neglects the children,36.3
3661,Eritrea,F,Education,Higher,... if she refuses to have sex with him,9.0
3662,Eritrea,F,Education,No education,... if she refuses to have sex with him,56.35000000000001
3663,Eritrea,F,Education,Primary,... if she refuses to have sex with him,47.3
3664,Eritrea,F,Education,Secondary,... if she refuses to have sex with him,23.8
3665,Eritrea,F,Employment,Employed for cash,... for at least one specific reason,56.35000000000001
3666,Eritrea,F,Employment,Employed for kind,... for at least one specific reason,56.35000000000001
3667,Eritrea,F,Employment,Unemployed,... for at least one specific reason,56.35000000000001
3668,Eritrea,F,Employment,Employed for cash,... if she argues with him,36.8
3669,Eritrea,F,Employment,Employed for kind,... if she argues with him,56.35000000000001
3670,Eritrea,F,Employment,Unemployed,... if she argues with him,45.0
3671,Eritrea,F,Employment,Employed for cash,... if she goes out without telling him,43.8
3672,Eritrea,F,Employment,Employed for kind,... if she goes out without telling him,56.35000000000001
3673,Eritrea,F,Employment,Unemployed,... if she goes out without telling him,52.5
3674,Eritrea,F,Employment,Employed for cash,... if she neglects the children,49.5
3675,Eritrea,F,Employment,Employed for kind,... if she neglects the children,56.35000000000001
3676,Eritrea,F,Employment,Unemployed,... if she neglects the children,50.3
3677,Eritrea,F,Employment,Employed for cash,... if she refuses to have sex with him,39.8
3678,Eritrea,F,Employment,Employed for kind,... if she refuses to have sex with him,56.35000000000001
3679,Eritrea,F,Employment,Unemployed,... if she refuses to have sex with him,48.7
3680,Eritrea,F,Marital status,Married or living together,... for at least one specific reason,56.35000000000001
3681,Eritrea,F,Marital status,Never married,... for at least one specific reason,56.35000000000001
3682,Eritrea,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,56.35000000000001
3683,Eritrea,F,Marital status,Married or living together,... if she argues with him,48.7
3684,Eritrea,F,Marital status,Never married,... if she argues with him,32.8
3685,Eritrea,F,Marital status,"Widowed, divorced, separated",... if she argues with him,44.7
3686,Eritrea,F,Marital status,Married or living together,... if she goes out without telling him,55.6
3687,Eritrea,F,Marital status,Never married,... if she goes out without telling him,39.9
3688,Eritrea,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,53.1
3689,Eritrea,F,Marital status,Married or living together,... if she neglects the children,52.2
3690,Eritrea,F,Marital status,Never married,... if she neglects the children,44.9
3691,Eritrea,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,56.35000000000001
3692,Eritrea,F,Marital status,Married or living together,... if she refuses to have sex with him,52.6
3693,Eritrea,F,Marital status,Never married,... if she refuses to have sex with him,32.8
3694,Eritrea,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,51.5
3695,Eritrea,F,Residence,Rural,... for at least one specific reason,56.35000000000001
3696,Eritrea,F,Residence,Urban,... for at least one specific reason,56.35000000000001
3697,Eritrea,F,Residence,Rural,... if she argues with him,55.3
3698,Eritrea,F,Residence,Urban,... if she argues with him,30.4
3699,Eritrea,F,Residence,Rural,... if she goes out without telling him,56.35000000000001
3700,Eritrea,F,Residence,Urban,... if she goes out without telling him,39.2
3701,Eritrea,F,Residence,Rural,... if she neglects the children,56.35000000000001
3702,Eritrea,F,Residence,Urban,... if she neglects the children,43.7
3703,Eritrea,F,Residence,Rural,... if she refuses to have sex with him,56.35000000000001
3704,Eritrea,F,Residence,Urban,... if she refuses to have sex with him,34.3
3705,Eritrea,M,Age,15-24,... for at least one specific reason,14.9
3706,Eritrea,M,Age,25-34,... for at least one specific reason,14.9
3707,Eritrea,M,Age,35-49,... for at least one specific reason,14.9
3708,Eritrea,M,Age,15-24,... if she argues with him,14.9
3709,Eritrea,M,Age,25-34,... if she argues with him,14.9
3710,Eritrea,M,Age,35-49,... if she argues with him,14.9
3711,Eritrea,M,Age,15-24,... if she goes out without telling him,14.9
3712,Eritrea,M,Age,25-34,... if she goes out without telling him,14.9
3713,Eritrea,M,Age,35-49,... if she goes out without telling him,14.9
3714,Eritrea,M,Age,15-24,... if she neglects the children,14.9
3715,Eritrea,M,Age,25-34,... if she neglects the children,14.9
3716,Eritrea,M,Age,35-49,... if she neglects the children,14.9
3717,Eritrea,M,Age,15-24,... if she refuses to have sex with him,14.9
3718,Eritrea,M,Age,25-34,... if she refuses to have sex with him,14.9
3719,Eritrea,M,Age,35-49,... if she refuses to have sex with him,14.9
3720,Eritrea,M,Education,Higher,... for at least one specific reason,14.9
3721,Eritrea,M,Education,No education,... for at least one specific reason,14.9
3722,Eritrea,M,Education,Primary,... for at least one specific reason,14.9
3723,Eritrea,M,Education,Secondary,... for at least one specific reason,14.9
3724,Eritrea,M,Education,Higher,... if she argues with him,14.9
3725,Eritrea,M,Education,No education,... if she argues with him,14.9
3726,Eritrea,M,Education,Primary,... if she argues with him,14.9
3727,Eritrea,M,Education,Secondary,... if she argues with him,14.9
3728,Eritrea,M,Education,Higher,... if she goes out without telling him,14.9
3729,Eritrea,M,Education,No education,... if she goes out without telling him,14.9
3730,Eritrea,M,Education,Primary,... if she goes out without telling him,14.9
3731,Eritrea,M,Education,Secondary,... if she goes out without telling him,14.9
3732,Eritrea,M,Education,Higher,... if she neglects the children,14.9
3733,Eritrea,M,Education,No education,... if she neglects the children,14.9
3734,Eritrea,M,Education,Primary,... if she neglects the children,14.9
3735,Eritrea,M,Education,Secondary,... if she neglects the children,14.9
3736,Eritrea,M,Education,Higher,... if she refuses to have sex with him,14.9
3737,Eritrea,M,Education,No education,... if she refuses to have sex with him,14.9
3738,Eritrea,M,Education,Primary,... if she refuses to have sex with him,14.9
3739,Eritrea,M,Education,Secondary,... if she refuses to have sex with him,14.9
3740,Eritrea,M,Employment,Employed for cash,... for at least one specific reason,14.9
3741,Eritrea,M,Employment,Employed for kind,... for at least one specific reason,14.9
3742,Eritrea,M,Employment,Unemployed,... for at least one specific reason,14.9
3743,Eritrea,M,Employment,Employed for cash,... if she argues with him,14.9
3744,Eritrea,M,Employment,Employed for kind,... if she argues with him,14.9
3745,Eritrea,M,Employment,Unemployed,... if she argues with him,14.9
3746,Eritrea,M,Employment,Employed for cash,... if she goes out without telling him,14.9
3747,Eritrea,M,Employment,Employed for kind,... if she goes out without telling him,14.9
3748,Eritrea,M,Employment,Unemployed,... if she goes out without telling him,14.9
3749,Eritrea,M,Employment,Employed for cash,... if she neglects the children,14.9
3750,Eritrea,M,Employment,Employed for kind,... if she neglects the children,14.9
3751,Eritrea,M,Employment,Unemployed,... if she neglects the children,14.9
3752,Eritrea,M,Employment,Employed for cash,... if she refuses to have sex with him,14.9
3753,Eritrea,M,Employment,Employed for kind,... if she refuses to have sex with him,14.9
3754,Eritrea,M,Employment,Unemployed,... if she refuses to have sex with him,14.9
3755,Eritrea,M,Marital status,Married or living together,... for at least one specific reason,14.9
3756,Eritrea,M,Marital status,Never married,... for at least one specific reason,14.9
3757,Eritrea,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,14.9
3758,Eritrea,M,Marital status,Married or living together,... if she argues with him,14.9
3759,Eritrea,M,Marital status,Never married,... if she argues with him,14.9
3760,Eritrea,M,Marital status,"Widowed, divorced, separated",... if she argues with him,14.9
3761,Eritrea,M,Marital status,Married or living together,... if she goes out without telling him,14.9
3762,Eritrea,M,Marital status,Never married,... if she goes out without telling him,14.9
3763,Eritrea,M,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,14.9
3764,Eritrea,M,Marital status,Married or living together,... if she neglects the children,14.9
